basic_std,table,column,label,order,type,length,displayformat,xmldatatype,xmlcodelist,xmlcodelist_multi,core,origin,role,term,algorithm,qualifiers,comment,IGcomment,class_table,class_column,map_var_flag,fixed_mapping,include_in_raw,nn_internal,value_lvl_where_cols,value_lvl_label_col,value_lvl_collect_ct_val,value_lvl_ct_cdlist_id_col,enrich_build_order,enrich_rule,xmlcodelistvalues
Y,APFACE,APID,Associated Persons Identifier,70,C,60,,text,,,Req,,Identifier,,,UPPERCASE,,"Identifier for a single associated person, a group of associated persons, or a pool of associated persons. If APID identifies a pool, POOLDEF records must exist for each associated person.",IDENTIFIERS,APID,Y,,Y,,,,,,,,
Y,APFACE,FASEQ,Sequence Number,80,N,8,,integer,,,Req,Assigned,Identifier,,,,,Sequence number to ensure uniqueness of records within a domain for associated persons. Unique within APID within the domain.,IDENTIFIERS,__SEQ,*,,Y,,,,,,,,
Y,APFACE,RSUBJID,Related Subject,90,C,60,,text,,,Exp,,Identifier,,,UPPERCASE,,Identifier for a related study subject or pool of study subjects. The subject(s) may be human or animal. RSUBJID will be populated with the USUBJID of the related subject or the POOLID of the related pool. RSUBJID will be null for data about associated persons who are related to the study but not to any of the study subjects.,IDENTIFIERS,RSUBJID,Y,,Y,,,,,,,,
,APFACE,APFACESPID,Sponsor-Defined Identifier,100,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,"System generated unique identifier, required for Enriched SDTM generation.",,IDENTIFIERS,__SPID,*,,Y,Y,,,,,,,
Y,APFACE,RDEVID,Related Device,110,C,40,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,Identifier for a related device. RDEVID will be populated with the SPDEVID of the related device.,FINDINGS,RDEVID,Y,,Y,,,,,,,,
Y,APFACE,SREL,"Subject, Device, or Study Relationship",120,C,40,,text,RELSUB,,Req,,RecordQualifier,(RELSUB),,UPPERCASE,,"If RSUBJID is populated, describes the relationship of the associated person(s) identified in APID to the subject or pool identified in RSUBJID. If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID. If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID.",FINDINGS,SREL,Y,,Y,,,,,,,,
,APFACE,USUBJID,Unique Subject Identifier,130,C,60,,text,,,Req,Assigned,Identifier,,,UPPERCASE,Concatenation of STUDYID and DM.SUBJID (This is a variable for internal system use),Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,NN DEFINED,USUBJID,*,,Y,Y,,,,,,,
,APFACE,FAGRPID,Group ID,140,C,60,,text,,,Perm,,Identifier,,,UPPERCASE,,Used to tie together a block of related records in a single domain for a subject.,IDENTIFIERS,__GRPID,Y,,Y,,,,,,,,
,APFACE,FAREFID,Reference ID,150,C,40,,text,,,Perm,CRF,Identifier,,,UPPERCASE,,"Optional internal or external identifier such as lab specimen ID, or UUID for an ECG waveform or a medical image.",IDENTIFIERS,__REFID,Y,,Y,,,,,,,,
Y,APFACE,FASPID,Sponsor-Defined Identifier,160,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,Sponsor-defined identifier. Example: pre-printed line identifier on a Concomitant Medications page.,Sponsor-defined identifier. Example: pre-printed line identifier on a Concomitant Medications page.,IDENTIFIERS,__SPID,*,,Y,,,,,,,,
,APFACE,FALNKID,Link ID,170,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.,IDENTIFIERS,__LNKID,Y,,Y,,,,,,,,
,APFACE,FALNKGRP,Link Group ID,180,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.,IDENTIFIERS,__LNKGRP,Y,,Y,,,,,,,,
,APFACE,FATESTCD,Findings About Test Short Name,190,C,8,,text,FATESTCD,,Req,Assigned,Topic,(FATESTCD),,UPPERCASE,,"Short name of the measurement, test, or examination described in FATEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in FATESTCD cannot be longer than 8 characters, nor can it start with a number (e.g. ""1TEST""). FATESTCD cannot contain characters other than letters, numbers, or underscores. Example: SEV, OCCUR.",FINDINGS,__TESTCD,Y,,Y,,,,,,,,
,APFACE,FATEST,Findings About Test Name,200,C,40,,text,FATEST,,Req,Assigned,SynonymQualifier,(FATEST),,MIXEDCASE,,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in FATEST cannot be longer than 40 characters. Examples: Severity/Intensity, Occurrence",FINDINGS,__TEST,Y,,Y,,,,,,,,
,APFACE,FAOBJ,Object of the Observation,210,C,200,,text,,,Req,Assigned,RecordQualifier,,,UPPERCASE,,"Used to describe the object or focal point of the findings observation that is represented by --TEST. Examples: the term (such as Acne) describing a clinical sign or symptom that is being measured by a Severity test, or an event such as VOMIT where the volume of Vomit is being measured by a VOLUME test.",FINDINGS,__OBJ,Y,,Y,,,,,,,,
,APFACE,FACAT,Category for Findings About,220,C,60,,text,,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,"Used to define a category of related records. Examples: GERD, PRE-SPECIFIED AE.",FINDINGS,__CAT,Y,src.cat,Y,,,,,,,,
,APFACE,FASCAT,Subcategory for Findings About,230,C,60,,text,,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,A further categorization of FACAT.,FINDINGS,__SCAT,Y,src.sub_cat,Y,,,,,,,,
,APFACE,FAORRES,Result or Finding in Original Units,240,C,200,,text,,,Exp,,ResultQualifier,,,UPPERCASE,,Result of the test as originally received or collected.,FINDINGS,__ORRES,Y,,Y,,FATESTCD,FATEST,,,,,
,APFACE,FAORRESU,Original Units,250,C,40,,text,UNIT,,Perm,,VariableQualifier,(UNIT),,MIXEDCASE,,Original units in which the data were collected. The unit for FAORRES.,FINDINGS,__ORRESU,Y,,Y,,FATESTCD,FATEST,Y,,,,
,APFACE,FAORNRLO,Normal Range Lower Limit-Original Units,260,C,40,,text,,,Perm,Assigned,VariableQualifier,,,UPPERCASE,,,FINDINGS,__ORNRLO,,,,,,,,,50,sdtme_std_ornr_v$$,
,APFACE,FAORNRHI,Normal Range Upper Limit-Original Units,270,C,40,,text,,,Perm,Assigned,VariableQualifier,,,UPPERCASE,,,FINDINGS,__ORNRHI,,,,,,,,,50,sdtme_std_ornr_v$$,
,APFACE,FASTRESC,Character Result/Finding in Std Format,280,C,200,,text,,,Exp,Derived,ResultQualifier,,FAORRES converted into standard unit,UPPERCASE,,"Contains the result value for all findings, copied or derived from FAORRES in a standard format or standard units. FASTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in FASTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in FAORRES and these results effectively have the same meaning; they could be represented in standard format in FASTRESC as ""NEGATIVE"".",FINDINGS,__STRESC,Y,,Y,,,,,,70,sdtme_std_stres_v$$,
,APFACE,FASTRESN,Numeric Result/Finding in Standard Units,290,N,8,8.3,float,,,Perm,Derived,ResultQualifier,,FAORRES converted into standard unit,,,Used for continuous or numeric results or findings in standard format; copied in numeric format from FASTRESC. FASTRESN should store all numeric test results or findings.,FINDINGS,__STRESN,,,,,,,,,70,sdtme_std_stres_v$$,
,APFACE,FASTRESU,Standard Units,300,C,40,,text,UNIT,,Perm,Assigned,VariableQualifier,(UNIT),,MIXEDCASE,,Standardized unit used for FASTRESC and FASTRESN.,FINDINGS,__STRESU,,,,,,,,,60,sdtme_std_stresu_v$$,
,APFACE,FASTNRLO,Normal Range Lower Limit-Standard Units,310,N,8,8.3,float,,,Perm,Derived,VariableQualifier,,FAORNRLO converted to standard unit (FASTRESU),,FAORNRLO converted to standard unit (FASTRESU),,FINDINGS,__STNRLO,,,,,,,,,70,sdtme_std_stres_v$$,
,APFACE,FASTNRHI,Normal Range Upper Limit-Standard Units,320,N,8,8.3,float,,,Perm,Derived,VariableQualifier,,FAORNRHI converted to standard unit (FASTRESU),,FAORNRHI converted to standard unit (FASTRESU),,FINDINGS,__STNRHI,,,,,,,,,70,sdtme_std_stres_v$$,
,APFACE,FASTAT,Completion Status,330,C,40,,text,ND,,Perm,Derived,RecordQualifier,(ND),"Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF",UPPERCASE,,Used to indicate that the measurement was not done. Should be null if a result exists in FAORRES.,FINDINGS,__STAT,Y,,Y,,,,,,,,
,APFACE,FAREASND,Reason Not Performed,340,C,200,,text,,,Perm,Derived,RecordQualifier,,Set to NOT COLLECTED if FASTAT is set to NOT DONE,UPPERCASE,,Describes why a question was not answered. Example: subject refused. Used in conjunction with FASTAT when value is NOT DONE.,FINDINGS,__REASND,Y,,Y,,,,,,,,
,APFACE,FASPEC,Specimen Material Type,350,C,80,,text,SPECTYPE,,Perm,,RecordQualifier,(SPECTYPE),,UPPERCASE,,"Defines the type of specimen used for a measurement. Examples: SERUM, PLASMA, URINE, DNA, RNA.",FINDINGS,__SPEC,Y,,Y,,,,,,,,
,APFACE,FALOC,Location of the Finding About,360,C,100,,text,LOC,,Perm,,RecordQualifier,(LOC),,UPPERCASE,,Used to specify the location of the clinical evaluation. Example: ARM,FINDINGS,__LOC,Y,,Y,,,,,,,,
,APFACE,FALAT,Laterality of Location of Finding About,370,C,40,,text,LAT,,Perm,,ResultQualifier,(LAT),,UPPERCASE,,"Qualifier for anatomical location or specimen further detailing laterality. Examples: RIGHT, LEFT, BILATERAL",FINDINGS,__LAT,Y,,Y,,,,,,,,
,APFACE,FAMETHOD,Method of Test or Examination,380,C,80,,text,METHOD,,Perm,eDT,RecordQualifier,(METHOD),,UPPERCASE,,,FINDINGS,__METHOD,Y,,Y,,,,,,,,
,APFACE,FABLFL,Baseline Flag,390,C,2,,text,NY,,Perm,Derived,RecordQualifier,(NY),Baseline flag set to Y when the assessment is collected at the visit marked as baseline in the trial flowchart,UPPERCASE,,"Indicator used to identify a baseline value. The value should be ""Y"" or null.",FINDINGS,__BLFL,,,,,,,,,20,sdtme_std_blfl_v$$,Y
,APFACE,FANAM,Vendor Name,400,C,40,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,Name or identifier of the laboratory or vendor who provided the test results.,FINDINGS,__NAM,Y,,Y,,,,,,,,
,APFACE,FAEVAL,Evaluator,410,C,40,,text,EVAL,,Perm,,RecordQualifier,(EVAL),,UPPERCASE,,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: INVESTIGATOR, ADJUDICATION COMMITTEE, VENDOR.",FINDINGS,__EVAL,Y,,Y,,,,,,,,
,APFACE,FAEVALID,Evaluator Identifier,420,C,40,,text,MEDEVAL,,Perm,,VariableQualifier,(MEDEVAL),,UPPERCASE,,Used to distinguish multiple evaluators with the same role recorded in --EVAL. Examples: RADIOLOGIST1 or RADIOLOGIST2,FINDINGS,__EVALID,Y,,Y,,,,,,,,
,APFACE,VISITNUM,Visit Number,430,N,8,8.1,float,,,Exp,Protocol,Timing,,,,,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",TIMING,VISITNUM,,src.vis_id,Y,,,,,,,,
,APFACE,VISIT,Visit Name,440,C,40,,text,,,Perm,Protocol,Timing,,,UPPERCASE,,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,TIMING,VISIT,,,,,,,,,30,sdtme_std_visit_v$$,
,APFACE,VISITDY,Planned Study Day of Visit,450,N,8,,integer,,,Perm,Assigned,Timing,,,,Based on TV.VISITDY,Planned study day of the visit based upon RFSTDTC in Demographics.,TIMING,VISITDY,,,,,,,,,40,sdtme_std_visitdy_v$$,
,APFACE,ETCD,Element Code,460,C,8,,text,,,Req,Assigned,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",NN DEFINED,ETCD,,,,,,,,,90,sdtme_std_etcd_v$$,
,APFACE,ELEMENT,Description of Element,470,C,40,,text,,,Req,Protocol,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,The name of the Element.,NN DEFINED,ELEMENT,,,,,,,,,90,sdtme_std_etcd_v$$,
,APFACE,EPOCH,Epoch,480,C,40,,text,EPOCH,,Perm,Protocol,Timing,(EPOCH),,UPPERCASE,Set based on the SE domain,"Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).",TIMING,EPOCH,,,,,,,,,80,sdtme_std_epoch_v$$,
,APFACE,FADTC,Date/Time of Collection,490,C,64,,datetime,,,Perm,,Timing,ISO 8601,,UPPERCASE DATETIME,,,TIMING,__DTC,Y,,Y,,,,,,,,
,APFACE,FAENDTC,End Date/Time of Observation,500,C,64,,datetime,,,Perm,,Timing,ISO 8601,,UPPERCASE DATETIME,,End date/time of the observation represented in IS0 8601 character format.,TIMING,__ENDTC,Y,,Y,,,,,,,,
,APFACE,FADY,Study Day of Collection,510,N,8,,integer,,,Perm,Derived,Timing,,"Calculation: = FADTC - RFSTDTC+1 if FADTC is on or after RFSTDTC,FADTC - RFSTDTC if FADTC precedes RFSTDTC",,,"1. Study day of collection, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.",TIMING,__DY,,,,,,,,,10,sdtme_std_dy_v$$,
,APFACE,FAENDY,Study Day of End of Observation,520,N,8,,integer,,,Perm,Derived,Timing,,"Calculation: = FAENDTC - RFSTDTC+1 if FAENDTC is on or after RFSTDTC,FAENDTC - RFSTDTC if FAENDTC precedes RFSTDTC",,,Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.,TIMING,__ENDY,,,,,,,,,10,sdtme_std_dy_v$$,
,APFACE,FATPTNUM,Planned Time Point Number,530,N,8,8.1,float,,,Perm,,Timing,,,,,,TIMING,__TPTNUM,Y,,Y,,,,,,,,
,APFACE,FATPTREF,Time Point Reference,540,C,40,,text,,,Perm,,Timing,,,UPPERCASE,,,TIMING,__TPTREF,Y,,Y,,,,,,,,
,APFACE,FATPT,Planned Time Point Name,550,C,80,,text,,,Perm,,Timing,,,UPPERCASE,,"Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See --TPTNUM and -- TPTREF.",TIMING,__TPT,Y,,Y,,,,,,,,
,APFACE,FAELTM,Planned Elapsed Time from Time Point Ref,560,C,64,,text,,,Perm,,Timing,ISO 8601,,UPPERCASE DURATION,,"Planned Elapsed time in ISO 8601 character format relative to a planned fixed reference (--TPTREF) such as ""Previous Dose"" or ""Previous Meal"". This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.",TIMING,__ELTM,Y,,Y,,,,,,,,
,APFACE,FARFTDTC,Date/Time of Reference Time Point,570,C,64,,datetime,,,Perm,,Timing,ISO 8601,,UPPERCASE DATETIME,,Date/time for a fixed reference time point defined by --TPTREF in ISO 8601 character format.,TIMING,__RFTDTC,Y,,Y,,,,,,,,
,APHO,TOPIC_CD,CDW Topic Code,10,C,80,,text,,,Perm,,Topic,,,,,,NN DEFINED,TOPIC_CD,,src.topic_cd,Y,Y,,,,,,,
Y,APHO,STUDYID,Study Identifier,20,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,Unique identifier for a study.,IDENTIFIERS,STUDYID,*,,Y,,,,,,,,
Y,APHO,DOMAIN,Domain Abbreviation,30,C,8,,text,,,Req,Assigned,Identifier,,,UPPERCASE,,"Four-character abbreviation for the domain, AP--.",IDENTIFIERS,DOMAIN,*,,Y,,,,,,,,
Y,APHO,APID,Associated Persons Identifier,40,C,60,,text,,,Req,,Identifier,,,UPPERCASE,,"Identifier for a single associated person, a group of associated persons, or a pool of associated persons. If APID identifies a pool, POOLDEF records must exist for each associated person.",IDENTIFIERS,APID,Y,,Y,,,,,,,,
Y,APHO,HOSEQ,Sequence Number,50,N,8,,integer,,,Req,Assigned,Identifier,,,,,Sequence number to ensure uniqueness of records within a domain for associated persons. Unique within APID within the domain.,IDENTIFIERS,__SEQ,*,,Y,,,,,,,,
Y,APHO,RSUBJID,Related Subject,60,C,60,,text,,,Exp,,Identifier,,,UPPERCASE,,Identifier for a related study subject or pool of study subjects. The subject(s) may be human or animal. RSUBJID will be populated with the USUBJID of the related subject or the POOLID of the related pool. RSUBJID will be null for data about associated persons who are related to the study but not to any of the study subjects.,IDENTIFIERS,RSUBJID,Y,,Y,,,,,,,,
Y,APHO,RDEVID,Related Device,70,C,40,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,Identifier for a related device. RDEVID will be populated with the SPDEVID of the related device.,IDENTIFIERS,RDEVID,Y,,Y,,,,,,,,
Y,APHO,SREL,"Subject, Device, or Study Relationship",80,C,40,,text,RELSUB,,Req,,RecordQualifier,(RELSUB),,UPPERCASE,,"If RSUBJID is populated, describes the relationship of the associated person(s) identified in APID to the subject or pool identified in RSUBJID. If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID. If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID.",IDENTIFIERS,SREL,Y,,Y,,,,,,,,
,APHO,USUBJID,Unique Subject Identifier,90,C,60,,text,,,Req,Assigned,Identifier,,,UPPERCASE,Concatenation of STUDYID and DM.SUBJID (This is a variable for internal system use),Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,NN DEFINED,USUBJID,*,,Y,Y,,,,,,,
,APHO,APHOSPID,Sponsor-Defined Identifier,100,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,"System generated unique identifier, required for Enriched SDTM generation.",,IDENTIFIERS,__SPID,*,,Y,Y,,,,,,,
,APHO,HOGRPID,Group ID,110,C,60,,text,,,Perm,,Identifier,,,UPPERCASE,,Used to tie together a block of related records in a single domain for a subject.,IDENTIFIERS,__GRPID,Y,,Y,,,,,,,,
,APHO,HOREFID,Reference ID,120,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,Internal or external healthcare encounter identifier.,IDENTIFIERS,__REFID,Y,,Y,,,,,,,,
Y,APHO,HOSPID,Sponsor-Defined Identifier,130,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,Sponsor-defined identifier. Example: pre-printed line identifier on a Concomitant Medications page.,Sponsor-defined identifier. Example: pre-printed line identifier on a Concomitant Medications page.,IDENTIFIERS,__SPID,*,,Y,,,,,,,,
,APHO,HOLNKID,Link ID,140,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.,IDENTIFIERS,__LNKID,Y,,Y,,,,,,,,
,APHO,HOLNKGRP,Link Group ID,150,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.,IDENTIFIERS,__LNKGRP,Y,,Y,,,,,,,,
,APHO,HOTERM,Reported Term for Healthcare Encounter,160,C,200,,text,,,Req,,Topic,,,UPPERCASE,,Verbatim or preprinted CRF term for the healthcare encounter.,EVENTS,__TERM,Y,,Y,,,,,,,,
