basic_std;table;column;label;order;type;length;displayformat;xmldatatype;xmlcodelist;xmlcodelist_multi;core;origin;origintype;originsource;role;term;algorithm;qualifiers;isnotcdiscstd;comment;IGcomment;class_table;class_column;map_var_flag;fixed_mapping;include_in_raw;nn_internal;value_lvl_where_cols;value_lvl_label_col;value_lvl_collect_ct_val;value_lvl_ct_cdlist_id_col;enrich_build_order;enrich_rule;xmlcodelistvalues
;CE;CESHOSP;Requires or Prolongs Hospitalization;300;C;2;;text;NY;;Perm;;;;Record Qualifier;(NY);;UPPERCASE;;;Did the serious event require or prolong hospitalization?;EVENTS;__SHOSP;Y;;Y;;;;;;;;
;CE;CESLIFE;Is Life Threatening;310;C;2;;text;NY;;Perm;;;;Record Qualifier;(NY);;UPPERCASE;;;Was the serious event life threatening?;EVENTS;__SLIFE;Y;;Y;;;;;;;;
;CE;CESOD;Occurred with Overdose;320;C;2;;text;NY;;Perm;;;;Record Qualifier;(NY);;UPPERCASE;;;Did the serious event occur with an overdose?;EVENTS;__SOD;;;;;;;;;;;
;CE;CESMIE;Other Medically Important Serious Event;330;C;2;;text;NY;;Perm;;;;Record Qualifier;(NY);;UPPERCASE;;;Do additional categories for seriousness apply?;EVENTS;__SMIE;Y;;Y;;;;;;;;
;CE;ETCD;Element Code;340;C;8;;text;;;Req;Assigned;Assigned;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.;NN DEFINED;ETCD;;;;;;;;;30;sdtme_std_etcd_v$$;
;CE;ELEMENT;Description of Element;350;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;The name of the Element.;NN DEFINED;ELEMENT;;;;;;;;;30;sdtme_std_etcd_v$$;
;CE;VISITNUM;Visit Number;360;N;8;9,3;float;;;Perm;Protocol;Protocol;Sponsor;Timing;;;;;Multiple unscheduled visits or non-visits can exist having the same visit ID but with different dates. This might result in duplicate records for the same visit number but with different dates;;TIMING;VISITNUM;Y;;Y;;;;;;;;
;CE;VISIT;Visit Name;370;C;40;;text;;;Perm;Protocol;Protocol;Sponsor;Timing;;;UPPERCASE;;;;TIMING;VISIT;;;;;;;;;40;sdtme_std_visit_v$$;
;CE;VISITDY;Planned Study Day of Visit;380;N;8;;integer;;;Perm;Assigned;Assigned;Sponsor;Timing;;;;;Based on TV.VISITDY;;TIMING;VISITDY;;;;;;;;;50;sdtme_std_visitdy_v$$;
Y;CE;TAETORD;Planned Order of Element within Arm;390;N;8;;integer;;;Perm;Protocol;Protocol;Sponsor;Timing;;;;;;Number that gives the planned order of the Element within the Arm for the element in which the assessment was made;TIMING;TAETORD;;;;;;;;;;;
Y;CE;EPOCH;Epoch;400;C;40;;text;EPOCH;;Perm;Protocol;Protocol;Sponsor;Timing;(EPOCH);;UPPERCASE;;Set based on the SE domain;Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).;TIMING;EPOCH;;;;;;;;;20;sdtme_std_epoch_v$$;
Y;CE;CEDTC;Date/Time of Event Collection;410;C;64;;datetime;;;Perm;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;;TIMING;__DTC;Y;;Y;;;;;;;;
Y;CE;CESTDTC;Start Date/Time of Clinical Event;420;C;64;;datetime;;;Perm;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;;TIMING;__STDTC;Y;;Y;;;;;;;;
Y;CE;CEENDTC;End Date/Time of Clinical Event;430;C;64;;datetime;;;Perm;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;;TIMING;__ENDTC;Y;;Y;;;;;;;;
Y;CE;CEDY;Study Day of Event Collection;440;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If CEDTC GE RFSTDTC then CEDY=CEDTC-RFSTDTC+1; otherwise CEDY=CEDTC-RFSTDTC.";;;;1. Study day of clinical event collection, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.;TIMING;__DY;;;;;;;;;10;sdtme_std_dy_v$$;
Y;CE;CESTDY;Study Day of Start of Event;450;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If CESTDTC GE RFSTDTC then CESTDY=CESTDTC-RFSTDTC+1; otherwise CESTDY=CESTDTC-RFSTDTC.";;;;;TIMING;__STDY;;;;;;;;;10;sdtme_std_dy_v$$;
Y;CE;CEENDY;Study Day of End of Event;460;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If CEENDTC GE RFSTDTC then CEENDY=CEENDTC-RFSTDTC+1; otherwise CEENDY=CEENDTC-RFSTDTC.";;;;;TIMING;__ENDY;;;;;;;;;10;sdtme_std_dy_v$$;
;CE;CEDUR;Duration;470;C;64;;text;;;Perm;;;;Timing;ISO 8601;;UPPERCASE DURATION;;;;TIMING;__DUR;Y;;Y;;;;;;;;
Y;CE;CESTRF;Start Relative to Reference Period;480;C;20;;text;STENRF;;Perm;Derived;Derived;Sponsor;Timing;(STENRF);Classifies the start of the medication relative to reference period as defined by RFSTDTC and RFENDTC in Demographics.;UPPERCASE;;;Describes the start of the clinical event relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). This variable is proposed for deletion post SDTM V1.4.;TIMING;__STRF;Y;;Y;;;;;;;;
Y;CE;CEENRF;End Relative to Reference Period;490;C;20;;text;STENRF;;Perm;Derived;Derived;Sponsor;Timing;(STENRF);Classifies the end of the medication relative to reference period as defined by RFSTDTC and RFENDTC in Demographics. If reported as ongoing on the CRF, the value will be set to ONGOING.;UPPERCASE;;;Describes the end of the event relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). This variable is proposed for deletion post SDTM V1.4.;TIMING;__ENRF;Y;;Y;;;;;;;;
Y;CE;CESTRTPT;Start Relative to Reference Time Point;500;C;40;;text;STENRF;;Perm;;;;Timing;(STENRF);;UPPERCASE;;;Identifies the start of the observation as being before or after the reference time point defined by variable CESTTPT.;TIMING;__STRTPT;Y;;Y;;;;;;;;BEFORE|COINCIDENT|AFTER|U
Y;CE;CESTTPT;Start Reference Time Point;510;C;40;;text;;;Perm;;;;Timing;;;UPPERCASE;;;"Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by --STRTPT. Examples: ""2003-12-15"" or ""VISIT 1"".";TIMING;__STTPT;Y;;Y;;;;;;;;
Y;CE;CEENRTPT;End Relative to Reference Time Point;520;C;40;;text;STENRF;;Perm;;;;Timing;(STENRF);;UPPERCASE;;;Identifies the end of the event as being before or after the reference time point defined by variable CEENTPT.;TIMING;__ENRTPT;Y;;Y;;;;;;;;BEFORE|COINCIDENT|AFTER|ONGOING|U
Y;CE;CEENTPT;End Reference Time Point;530;C;40;;text;;;Perm;;;;Timing;;;UPPERCASE;;;"Description or date/time in ISO 8601 character format of the reference point referred to by CEENRTPT. Examples: ""2003-12-25"" or ""VISIT 2"".";TIMING;__ENTPT;Y;;Y;;;;;;;;
;CM;SRC_ATC_CODE;SRC ATC Code;10;C;200;;text;;;Perm;;;;Record Qualifier;;;UPPERCASE;;;;NN DEFINED;SRC_ATC_CODE;;;Y;Y;;;;;;;
;CM;SRC_ATC_TERM;SRC ATC Term;20;C;200;;text;;;Perm;;;;Record Qualifier;;;UPPERCASE;;;;NN DEFINED;SRC_ATC_TERM;;;Y;Y;;;;;;;
;CM;TOPIC_CD;CDW Topic Code;30;C;80;;text;;;Perm;;;;Topic;;;;;;;NN DEFINED;TOPIC_CD;;topiccd;Y;Y;;;;;;;
Y;CM;STUDYID;Study Identifier;40;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Identifier;;;UPPERCASE;;;Unique identifier for a study.;IDENTIFIERS;STUDYID;*;;Y;;;;;;;;
Y;CM;DOMAIN;Domain Abbreviation;50;C;8;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;CM;;UPPERCASE;;;Two-character abbreviation for the domain.;IDENTIFIERS;DOMAIN;*;;Y;;;;;;;;
Y;CM;USUBJID;Unique Subject Identifier;60;C;60;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;Concatenation of STUDYID and DM.SUBJID;Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.;IDENTIFIERS;USUBJID;*;;Y;;;;;;;;
;CM;SPDEVID;Sponsor Device Identifier;70;C;80;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined identifier for a device;IDENTIFIERS;SPDEVID;Y;;Y;;;;;;;;
Y;CM;CMSEQ;Sequence Number;80;N;8;;integer;;;Req;Assigned;Assigned;Sponsor;Identifier;;Sequential number identifying records within each USUBJID;;;;Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.;IDENTIFIERS;__SEQ;*;;Y;;;;;;;;
Y;CM;CMGRPID;Group ID;90;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Used to tie together a block of related records in a single domain for a subject.;IDENTIFIERS;__GRPID;Y;;Y;;;;;;;;
;CM;CMREFID;Reference ID;100;C;40;;text;;;Perm;;Collected;;Identifier;;;UPPERCASE;;;Optional internal or external identifier such as lab specimen ID, or UUID for an ECG waveform or a medical image.;IDENTIFIERS;__REFID;Y;;Y;;;;;;;;
Y;CM;CMSPID;Sponsor-Defined Identifier;110;C;40;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined reference number. Examples: a number pre-printed on the CRF as an explicit line identifier or record identifier defined in the sponsor's operational database. Example: line number on a concomitant medication page.;IDENTIFIERS;__SPID;*;;Y;;;;;;;;
;CM;CMLNKID;Link ID;120;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.;IDENTIFIERS;__LNKID;Y;;Y;;;;;;;;
;CM;CMLNKGRP;Link Group ID;130;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.;IDENTIFIERS;__LNKGRP;Y;;Y;;;;;;;;
Y;CM;CMTRT;Reported Name of Drug, Med, or Therapy;140;C;200;;text;;;Req;;Assigned;Sponsor;Topic;;;UPPERCASE;;;Verbatim medication name that is either pre-printed or collected on a CRF.;EVENTS;__TRT;Y;;Y;;;;;;;;
Y;CM;CMMODIFY;Modified Reported Name;150;C;200;;text;;;Perm;;Collected;;Synonym Qualifier;;;UPPERCASE;;;If CMTRT is modified to facilitate coding, then CMMODIFY will contain the modified text.;EVENTS;__MODIFY;Y;;Y;;;;;;;;
Y;CM;CMDECOD;Standardized Medication Name;160;C;200;;text;;;Perm;Assigned;Assigned;Sponsor;Synonym Qualifier;WHODRUG;;MIXEDCASE;;;Standardized or dictionary-derived text description of CMTRT or CMMODIFY. Equivalent to the generic medication name in WHO Drug. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the define.xml external codelist attributes. If an intervention term does not have a decode value in the dictionary then CMDECOD will be left blank.;EVENTS;__DECOD;Y;;Y;;;;;;;;
Y;CM;CMCAT;Category for Medication;170;C;60;;text;CMCAT;;Perm;Assigned;Assigned;Sponsor;Grouping Qualifier;*;;UPPERCASE;;;Used to define a category of medications/treatments. Examples: PRIOR, CONCOMITANT, ANTI-CANCER MEDICATION, or GENERAL CONMED.;EVENTS;__CAT;Y;;Y;;;;;;;;
Y;CM;CMSCAT;Subcategory for Medication;180;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Grouping Qualifier;*;;UPPERCASE;;;A further categorization of medications/ treatment. Examples: CHEMOTHERAPY, HORMONAL THERAPY, ALTERNATIVE THERAPY.;EVENTS;__SCAT;Y;;Y;;;;;;;;
Y;CM;CMPRESP;CM Pre-specified;190;C;2;;text;NY;;Perm;Assigned;Assigned;Sponsor;Variable Qualifier;(NY);;UPPERCASE;;;Used to indicate whether (Y/null) information about the use of a specific medication was solicited on the CRF.;EVENTS;__PRESP;Y;;Y;;;;;;;;Y
Y;CM;CMOCCUR;CM Occurrence;200;C;2;;text;NY;;Perm;;;;Record Qualifier;(NY);;UPPERCASE;;;When the use of specific medications is solicited, CMOCCUR is used to indicate whether or not (Y/N) use of the medication occurred. Values are null for medications not specifically solicited.;EVENTS;__OCCUR;Y;;Y;;;;;;;;Y|N
Y;CM;CMSTAT;Completion Status;210;C;40;;text;ND;;Perm;Derived;Derived;Sponsor;Record Qualifier;(ND);Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF;UPPERCASE;;;Used to indicate that a question about a pre-specified medication was not answered. Should be null or have a value of NOT DONE.;EVENTS;__STAT;Y;;Y;;;;;;;;
Y;CM;CMREASND;Reason Medication Not Collected;220;C;200;;text;;;Perm;;;;Record Qualifier;;;UPPERCASE;;;Describes the reason concomitant medication was not collected. Used in conjunction with CMSTAT when value is NOT DONE.;EVENTS;__REASND;Y;;Y;;;;;;;;
Y;CM;CMINDC;Indication;230;C;200;;text;;;Perm;CRF;Collected;Investigator;Record Qualifier;;;UPPERCASE;;;Denotes why a medication was taken or administered. Examples: NAUSEA, HYPERTENSION.;EVENTS;__INDC;Y;;Y;;;;;;;;
Y;CM;CMCLAS;Medication Class;240;C;200;;text;;;Perm;Assigned;Assigned;Sponsor;Variable Qualifier;WHODRUG;;UPPERCASE;;;Drug class. May be obtained from coding. When coding to a single class, populate with class value. If using a dictionary and coding to multiple classes, then follow Section 4: 4.1.2.8.3, Multiple Values For A Non-Result Qualifier Variable or omit CMCLAS.;EVENTS;__CLAS;Y;;Y;;;;;;70;sdtme_std_qnam_v$$;
Y;CM;CMCLASCD;Medication Class Code;250;C;40;;text;;;Perm;Assigned;Assigned;Sponsor;Variable Qualifier;WHODRUG;;UPPERCASE;;;Class code corresponding to CMCLAS. Drug class. May be obtained from coding. When coding to a single class, populate with class code. If using a dictionary and coding to multiple classes, then follow Section 4: 4.1.2.8.3, Multiple Values For A Non-Result Qualifier Variable or omit CMCLASCD.;EVENTS;__CLASCD;Y;;Y;;;;;;30;sdtme_std_cd_v$$;
Y;CM;CMDOSE;Dose per Administration;260;N;8;8,3;float;;;Perm;;;;Record Qualifier;;;;;;Amount of CMTRT taken. Not populated when CMDOSTXT is populated.;EVENTS;__DOSE;Y;;Y;;;;;;;;
Y;CM;CMDOSTXT;Dose Description;270;C;200;;text;;;Perm;;;;Record Qualifier;;;UPPERCASE;;;Dosing amounts or a range of dosing information collected in text form. Units may be stored in CMDOSU. Example: 200-400, 15-20. Not populated when CMDOSE is populated.;EVENTS;__DOSTXT;Y;;Y;;;;;;;;
Y;CM;CMDOSU;Dose Units;280;C;40;;text;UNIT;;Perm;;;;Variable Qualifier;(UNIT);;MIXEDCASE;;;Units for CMDOSE, CMDOSTOT, and CMDOSTXT. Examples: ng, mg, or mg/kg.;EVENTS;__DOSU;;unitcoll;Y;;;;;;60;sdtme_cm_dosufrq_v$$;
Y;CM;CMDOSFRM;Dose Form;290;C;80;;text;FRM;;Perm;;;;Variable Qualifier;(FRM);;UPPERCASE;;;Dose form for CMTRT. Examples: TABLET, LOTION.;EVENTS;__DOSFRM;Y;;Y;;;;;;;;
Y;CM;CMDOSFRQ;Dosing Frequency per Interval;300;C;40;;text;FREQ;;Perm;CRF;Collected;Investigator;Variable Qualifier;(FREQ);;UPPERCASE;;;Usually expressed as the number of repeated administrations of CMDOSE within a specific time period. Examples: BID (twice daily), Q12H (every 12 hours).;EVENTS;__DOSFRQ;;freqcoll;Y;;;;;;60;sdtme_cm_dosufrq_v$$;
Y;CM;CMDOSTOT;Total Daily Dose;310;N;8;8,3;float;;;Perm;;;;Record Qualifier;;;;;;Total daily dose of CMTRT using the units in CMDOSU. Used when dosing is collected as Total Daily Dose. Total dose over a period other than day could be recorded in a separate Supplemental Qualifier variable.;EVENTS;__DOSTOT;Y;;Y;;;;;;;;
Y;CM;CMDOSRGM;Intended Dose Regimen;320;C;40;;text;;;Perm;;;;Variable Qualifier;;;UPPERCASE;;;Text description of the (intended) schedule or regimen for the Intervention. Examples: TWO WEEKS ON, TWO WEEKS OFF.;EVENTS;__DOSRGM;Y;;Y;;;;;;;;
Y;CM;CMROUTE;Route of Administration;330;C;40;;text;ROUTE;;Perm;;;;Variable Qualifier;(ROUTE);;UPPERCASE;;;Route of administration for CMTRT. Examples: ORAL, INTRAVENOUS.;EVENTS;__ROUTE;;routcoll;Y;;;;;;;;
Y;CM;CMADJ;Reason for Dose Adjustment;340;C;200;;text;;;Perm;;;;Record Qualifier;;;;;;Describes reason or explanation of why a dose is adjusted.;INTERVENTIONS;__ADJ;Y;;Y;;;;;;;;
Y;CM;CMRSDISC;Reason the Intervention Was Discontinued;350;C;200;;text;;;Perm;;;;Record Qualifier;;;UPPERCASE;;;Reason why the treatment was discontinued.;INTERVENTIONS;__RSDISC;Y;;Y;;;;;;;;
;CM;ETCD;Element Code;360;C;8;;text;;;Req;Assigned;Assigned;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.;NN DEFINED;ETCD;;;;;;;;;50;sdtme_std_etcd_v$$;
;CM;ELEMENT;Description of Element;370;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;The name of the Element.;NN DEFINED;ELEMENT;;;;;;;;;50;sdtme_std_etcd_v$$;
Y;CM;TAETORD;Planned Order of Element within Arm;380;N;8;;integer;;;Perm;Protocol;Protocol;Sponsor;Timing;;;;;;Number that gives the planned order of the Element within the Arm for the element in which the assessment was made;TIMING;TAETORD;;;;;;;;;;;
Y;CM;EPOCH;Epoch;390;C;40;;text;EPOCH;;Perm;Protocol;Protocol;Sponsor;Timing;(EPOCH);;UPPERCASE;;Set based on the SE domain;Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).;TIMING;EPOCH;;;;;;;;;40;sdtme_std_epoch_v$$;
Y;CM;CMSTDTC;Start Date/Time of Medication;400;C;64;;datetime;;;Perm;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;;TIMING;__STDTC;Y;;Y;;;;;;;;
Y;CM;CMENDTC;End Date/Time of Medication;410;C;64;;datetime;;;Perm;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;;TIMING;__ENDTC;Y;;Y;;;;;;;;
Y;CM;CMSTDY;Study Day of Start of Medication;420;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If CMSTDTC GE RFSTDTC then CMSTDY=CMSTDTC-RFSTDTC+1; otherwise CMSTDY=CMSTDTC-RFSTDTC.";;;;Study day of start of medication relative to the sponsor-defined RFSTDTC.;TIMING;__STDY;;;;;;;;;10;sdtme_std_dy_v$$;
Y;CM;CMENDY;Study Day of End of Medication;430;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If CMENDTC GE RFSTDTC then CMENDY=CMENDTC-RFSTDTC+1; otherwise CMENDY=CMENDTC-RFSTDTC.";;;;Study day of end of medication relative to the sponsor-defined RFSTDTC.;TIMING;__ENDY;;;;;;;;;10;sdtme_std_dy_v$$;
Y;CM;CMDUR;Duration;440;C;64;;text;;;Perm;;;;Timing;ISO 8601;;UPPERCASE DURATION;;;Collected duration for a treatment episode. Used only if collected on the CRF and not derived from start and end date/times.;TIMING;__DUR;Y;;Y;;;;;;;;
;CM;CMTPT;Planned Time Point Name;450;C;80;;text;;;Perm;;;;Timing;;;UPPERCASE;;;Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See --TPTNUM and -- TPTREF.;TIMING;__TPT;Y;;Y;;;;;;;;
;CM;CMTPTNUM;Planned Time Point Number;460;N;8;8,1;float;;;Perm;;;;Timing;;;;;;Numeric version of planned time point used in sorting.;TIMING;__TPTNUM;Y;;Y;;;;;;;;
;CM;CMELTM;Planned Elapsed Time from Time Point Ref;470;C;64;;text;;;Perm;;;;Timing;ISO 8601;;UPPERCASE DURATION;;;"Planned Elapsed time in ISO 8601 character format relative to a planned fixed reference (--TPTREF) such as ""Previous Dose"" or ""Previous Meal"". This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.";TIMING;__ELTM;Y;;Y;;;;;;;;
;CM;CMTPTREF;Time Point Reference;480;C;40;;text;;;Perm;;;;Timing;;;UPPERCASE;;;Description of the fixed reference point referred to by --ELTM, --TPTNUM, and --TPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.;TIMING;__TPTREF;Y;;Y;;;;;;;;
;CM;CMRFTDTC;Date/Time of Reference Time Point;490;C;64;;datetime;;;Perm;;;;Timing;ISO 8601;;UPPERCASE DATETIME;;;Date/time for a fixed reference time point defined by --TPTREF in ISO 8601 character format.;TIMING;__RFTDTC;Y;;Y;;;;;;;;
Y;CM;CMSTRF;Start Relative to Reference Period;500;C;20;;text;STENRF;;Perm;Derived;Derived;Sponsor;Timing;(STENRF);Classifies the start of the medication relative to reference period as defined by RFSTDTC and RFENDTC in Demographics.;UPPERCASE;;;"Describes the start of the medication relative to sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). If information such as ""PRIOR"", ONGOING or ""CONTINUING"" was collected, this information may be translated into CMSTRF. This variable is proposed for deletion post SDTM V1.4.";TIMING;__STRF;Y;;Y;;;;;;;;
Y;CM;CMENRF;End Relative to Reference Period;510;C;20;;text;STENRF;;Perm;Derived;Derived;Sponsor;Timing;(STENRF);Classifies the end of the medication relative to reference period as defined by RFSTDTC and RFENDTC in Demographics. If reported as continuing on the CRF, the value will be set to ONGOING.;UPPERCASE;;;"Describes the end of the medication relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). If information such as ""PRIOR"", ""ONGOING"", or ""CONTINUING"" was collected, this information may be translated into CMENRF. This variable is proposed for deletion post SDTM V1.4.";TIMING;__ENRF;Y;;Y;;;;;;;;
